StartIndx  EndIndex Length Period   Reps Errs Score
     7876      8151    276   32.2    8.6  143  -329
     7874      8216    343   64.3    5.3  104  -138
     7757      8157    401   63.9    6.3  185  -403
     7789      8224    436   95.8    4.6  187  -406
     7717      8161    445   96.8    4.6  200  -450
     7821      8319    499  127.5    3.9  220  -507
     8001      8497    497  186.4    2.7  204  -502
     7949      8497    549  192.0    2.9  216  -507
     7503      8118    616  191.4    3.2  259  -611
     7503      8224    722  200.0    3.6  331  -793
     7757      8497    741  214.9    3.4  358  -883
     7591      8497    907  412.3    2.2  304  -719
     7545      8497    953  416.7    2.3  329  -778
     8153      8270    118   28.6    4.1   50  -100
     8153      8343    191   31.8    6.0   61   -86
     8076      8434    359   63.8    5.6  183  -437
     8070      8434    365   63.8    5.7  168  -370
     8070      8493    424   64.0    6.6  200  -438
     8008      8416    409   95.1    4.3  207  -512
     8001      8431    431  127.7    3.4  195  -474
     8008      8497    490  191.4    2.6  190  -461
     8008      8143    136   28.1    4.8   46   -65
     8008      8126    119   30.0    4.0   36   -52
     8008      8250    243   31.7    7.7   91  -152
     8008      8250    243   31.9    7.6   90  -148
     8372      8497    126   27.1    4.6   62  -134
     8360      8497    138   26.6    5.2   65  -137
     8351      8497    147   29.8    4.9   72  -164
     8279      8497    219   32.0    6.8  106  -237
     8251      8497    247   31.9    7.7  122  -272
     8008      8091     84   28.3    3.0   23   -31
     8008      8125    118   31.3    3.8   25   -13
     8153      8250     98   32.0    3.1   30   -53
     8251      8343     93   31.7    2.9   31   -62
     8251      8349     99   32.0    3.1   34   -68
     8251      8343     93   31.7    2.9   32   -66
     8415      8497     83   24.2    3.4   23   -30
     8378      8462     85   28.3    3.0   43  -110
     8378      8497    120   31.3    3.8   45   -91
     8063      8124     62   30.0    2.1   18   -39
     8345      8715    371   31.8   11.7  187  -408
     8292      8684    393   32.1   12.3  221  -524
     8267      8746    480   63.7    7.5  222  -470
     8261      8717    457   63.9    7.2  208  -439
     8236      8735    500   95.4    5.2  240  -555
     8186      8756    571  126.4    4.5  249  -551
     8173      8762    590  159.3    3.7  249  -565
     8008      8640    633  191.4    3.3  277  -666
     8632      8775    144   29.6    4.9   57  -106
     8612      8780    169   30.8    5.5   77  -166
     8554      8762    209   31.9    6.5   70  -103
     8612      8784    173   31.7    5.5   72  -147
     8501      8750    250   31.7    7.9  118  -253
     8501      8625    125   31.5    4.0   53  -118
     8626      8750    125   31.7    3.9   38   -58
    10345     10478    134   17.0    7.9   80  -203
    10345     10489    145   17.0    8.5   85  -212
    10362     10498    137   68.0    2.0   54  -147
    10376     10489    114   17.0    6.7   71  -187
    10075     10117     43   12.3    3.5   24   -65
    10376     10421     46   17.0    2.7   21   -55
    10442     10489     48   17.0    2.8   25   -69
    10366     10508    143   51.0    2.8   77  -216
    10362     10513    152   68.0    2.2   66  -180
    13588     13878    291  144.5    2.0  112  -301
    15709     15731     23    3.1    7.3   11   -24
    16199     16372    174   57.7    3.0  104  -293
    16190     16385    196   60.7    3.2  117  -332
    16203     16500    298   61.0    4.9  187  -511
    16251     16500    250   61.0    4.1  140  -371
    16251     16375    125   61.0    2.0   41  -100
    16383     16500    118   57.4    2.1   55  -156
    16380     16500    121   58.4    2.1   56  -159
    16376     16500    125   61.0    2.0   55  -156
    16232     16752    521   61.1    8.5  351  -944
    16313     16871    559   61.0    9.2  386 -1046
    16230     16984    755  244.0    3.1  383 -1021
    16692     16877    186   55.9    3.3  113  -310
    16501     16938    438   61.0    7.2  274  -719
    16501     16996    496   61.0    8.1  318  -837
    16501     16747    247   61.0    4.0  151  -418
    16751     16876    126   56.9    2.2   56  -147
    16751     16925    175   57.4    3.0   87  -223
    16751     17000    250   61.0    4.1  133  -343
    16501     16625    125   61.0    2.0   51  -140
    16631     16747    117   58.5    2.0   46  -123
    16627     16750    124   60.5    2.0   46  -120
    16751     16872    122   60.5    2.0   44  -113
    16751     16875    125   61.0    2.0   43  -108
    16879     17000    122   60.5    2.0   48  -130
    16895     17048    154   56.3    2.7   85  -234
    16771     17163    393   61.0    6.4  251  -672
    16829     17211    383   61.0    6.3  244  -654
    16649     17150    502  122.0    4.1  302  -828
    16896     17315    420  122.0    3.4  240  -662
    16588     17167    580  183.0    3.2  304  -819
    16881     17436    556  183.0    3.0  296  -811
    17247     17436    190   56.3    3.4  107  -283
    17203     17436    234   57.8    4.0  136  -358
    17045     17497    453   61.0    7.4  194  -384
    17001     17250    250   61.0    4.1  139  -367
    17267     17419    153   54.6    2.8   84  -226
    17251     17497    247   61.0    4.0  101  -218
    17001     17125    125   61.0    2.0   48  -128
    17126     17250    125   61.0    2.0   49  -132
    17251     17375    125   61.0    2.0   45  -116
    17384     17497    114   55.3    2.1   51  -140
    17383     17497    115   56.4    2.0   47  -125
    17379     17497    119   58.5    2.0   49  -133
    17376     17497    122   60.5    2.0   45  -118
    17153     17720    568   60.9    9.3  320  -773
    17173     17769    597   61.0    9.8  406 -1088
    17106     17784    679  122.0    5.6  405 -1063
    17173     17878    706  122.0    5.8  450 -1216
    17501     17949    449   61.0    7.4  197  -400
    17543     17996    454   60.9    7.5  305  -827
    17501     17985    485  122.0    4.0  272  -725
    17501     18000    500  122.0    4.1  227  -530
    17626     17750    125   54.2    2.3   58  -156
    17572     17728    157   53.8    2.9   80  -213
    17501     17750    250   61.0    4.1  101  -215
    17751     17996    246   61.0    4.0   94  -191
    17501     17625    125   61.0    2.0   47  -124
    17627     17750    124   60.0    2.1   46  -119
    17629     17750    122   61.0    2.0   42  -107
    17751     17869    119   59.0    2.0   45  -118
    17751     17875    125   61.0    2.0   43  -108
    17886     18000    115   56.4    2.0   51  -141
    17880     17996    117   58.5    2.0   45  -119
    17878     17996    119   59.5    2.0   44  -115
    17880     18000    121   60.5    2.0   44  -115
    17955     18105    151   51.1    3.0   92  -263
    17893     18049    157   55.7    2.8   86  -233
    17748     18209    462   61.0    7.6  192  -367
    17809     18254    446   61.0    7.3  279  -731
    17664     18216    553  122.0    4.5  315  -829
    17815     18418    604  183.0    3.3  330  -899
    18251     18406    156   50.9    3.1   77  -198
    18001     18498    498   61.0    8.2  152  -171
    18001     18250    250   61.0    4.1   95  -191
    18327     18464    138   50.9    2.7   67  -175
    18275     18420    146   55.0    2.7   75  -199
    18251     18498    248   61.0    4.1  126  -317
    18001     18113    113   55.6    2.0   44  -113
    18001     18117    117   57.6    2.0   46  -121
    18001     18125    125   61.0    2.0   44  -112
    18126     18245    120   59.0    2.0   43  -109
    18128     18250    123   60.0    2.1   43  -108
    18126     18250    125   60.5    2.1   42  -103
    18251     18375    125   61.0    2.0   41  -100
    18378     18492    115   56.6    2.0   45  -117
    18378     18499    122   60.5    2.0   42  -106
    18195     18693    499   61.0    8.2  327  -870
    18246     18779    534   61.0    8.8  354  -943
    18501     18919    419   61.0    6.9  239  -598
    18555     19000    446   61.1    7.3  262  -663
    18501     18750    250   61.0    4.1  107  -239
    18825     19000    176   57.4    3.1   95  -254
    18751     19000    250   61.0    4.1  132  -339
    18501     18625    125   61.0    2.0   50  -136
    18626     18750    125   61.0    2.0   44  -112
    18751     18869    119   59.0    2.0   46  -121
    18751     18875    125   61.0    2.0   44  -112
    18876     19000    125   61.0    2.0   45  -116
    18907     19046    140   55.1    2.5   74  -201
    18739     19165    427   61.0    7.0  268  -706
    18800     19245    446   61.0    7.3  297  -803
    18624     19211    588  183.0    3.2  328  -907
    18807     19388    582  183.0    3.2  289  -757
    19250     19411    162   52.2    3.1   81  -210
    19049     19461    413   60.9    6.8  269  -724
    19049     19498    450   61.1    7.4  299  -807
    19005     19249    245   61.0    4.0  110  -255
    19251     19425    175   57.4    3.0   91  -239
    19251     19498    248   61.0    4.1  102  -221
    19005     19125    121   60.5    2.0   50  -139
    19127     19249    123   60.5    2.0   44  -113
    19251     19375    125   61.0    2.0   44  -112
    19376     19498    123   61.0    2.0   50  -138
    19235     19678    444   61.0    7.3  226  -521
    19354     19769    416   60.9    6.8  281  -769
    19304     19800    497  122.0    4.1  245  -605
    19111     19694    584  183.0    3.2  324  -895
    19317     19877    561  183.0    3.1  303  -834
    19501     19913    413   61.0    6.8  277  -756
    19532     19948    417   61.0    6.8  245  -624
    19578     19739    162   51.4    3.1   94  -261
    19577     19750    174   57.1    3.0  102  -283
    19501     19750    250   61.0    4.1  143  -383
    19784     19927    144   57.0    2.5   73  -199
    19757     19989    233   61.0    3.8  100  -228
    19501     19625    125   61.0    2.0   50  -136
    19635     19750    116   56.4    2.1   54  -152
    19626     19742    117   57.6    2.0   51  -141
    19626     19750    125   61.0    2.0   49  -132
    19754     19875    122   60.0    2.0   47  -125
    19876     20000    125   61.0    2.0   49  -132
    20001     20174    174   57.4    3.0   97  -264
    19784     20174    391   61.0    6.4  140  -230
    19842     20290    449   61.0    7.4  284  -748
    20123     20297    175   56.5    3.1   99  -268
    20001     20439    439   61.0    7.2  281  -746
    20017     20487    471   61.0    7.7  316  -854
    20001     20250    250   61.0    4.1  142  -379
    20251     20500    250   61.0    4.1  137  -359
    20003     20125    123   58.9    2.1   56  -158
    20001     20125    125   61.0    2.0   52  -144
    20126     20250    125   58.9    2.1   53  -144
    20128     20250    123   61.0    2.0   47  -126
    20251     20373    123   61.0    2.0   45  -118
    20380     20500    121   58.4    2.1   53  -147
    20379     20500    122   61.0    2.0   50  -138
    20501     20674    174   56.8    3.1   90  -234
    20263     20686    424   61.1    6.9  213  -489
    20343     20751    409   61.0    6.7  235  -592
    20375     20914    540  183.0    3.0  283  -775
    20507     20925    419   60.7    6.9  284  -778
    20507     20925    419   61.0    6.9  283  -774
    20507     21000    494   61.0    8.1  350  -967
    20507     20747    241   61.0    4.0  129  -336
    20828     20974    147   50.5    2.9   72  -186
    20827     20989    163   52.9    3.1   81  -210
    20757     21000    244   61.0    4.0  134  -353
    20503     20625    123   60.5    2.0   46  -121
    20627     20750    124   61.0    2.0   50  -137
    20753     20875    123   60.5    2.0   48  -129
    20879     20993    115   56.6    2.0   51  -141
    20879     21000    122   61.0    2.0   47  -127
    21000     21168    169   55.7    3.0   88  -228
    20733     21258    526   61.0    8.6  308  -767
    20776     21280    505   61.0    8.3  340  -916
    20580     21233    654  183.0    3.6  350  -929
    21004     21378    375   60.8    6.2  232  -613
    21049     21475    427   60.7    7.0  206  -458
    21004     21172    169   56.3    3.0   86  -222
    21004     21250    247   61.0    4.0  130  -334
    21251     21500    250   60.5    4.1  149  -407
    21251     21500    250   60.5    4.1  146  -395
    21010     21125    116   56.4    2.1   49  -132
    21003     21125    123   60.0    2.1   44  -112
    21004     21125    122   61.0    2.0   42  -107
    21126     21250    125   61.0    2.0   45  -116
    21258     21375    118   56.9    2.1   46  -120
    21251     21375    125   60.5    2.1   45  -115
    21376     21500    125   60.5    2.1   48  -127
    21326     21683    358   60.7    5.9  224  -597
    21345     21744    400   60.7    6.6  258  -691
    21243     21683    441  120.8    3.7  255  -700
    21529     21889    361   61.0    5.9  208  -532
    21503     21942    440   61.0    7.2  271  -705
    21590     22000    411   60.9    6.8  244  -625
    21503     21744    242   61.0    4.0  104  -235
    21751     22000    250   60.8    4.1  128  -322
    21503     21625    123   61.0    2.0   45  -118
    21629     21744    116   58.0    2.0   42  -107
    21629     21750    122   60.5    2.0   44  -114
    21759     21874    116   56.9    2.0   52  -145
    21751     21868    118   58.5    2.0   50  -137
    21751     21874    124   61.0    2.0   48  -129
    21883     22000    118   57.4    2.1   48  -129
    21876     22000    125   60.0    2.1   48  -126
    21750     22172    423   60.9    7.0  258  -670
    21830     22264    435   60.7    7.2  246  -610
    21829     22346    518  121.8    4.3  291  -767
    22014     22487    474   61.0    7.8  289  -743
    22014     22500    487   61.0    8.0  299  -770
    22079     22226    148   51.2    2.9   74  -194
    22074     22250    177   57.4    3.1   92  -241
    22014     22250    237   61.0    3.9  116  -288
    22257     22423    167   56.3    3.0   93  -252
    22257     22500    244   61.0    4.0  134  -353
    22003     22125    123   61.0    2.0   43  -110
    22126     22250    125   61.0    2.0   44  -112
    22255     22375    121   60.5    2.0   47  -127
    22378     22500    123   60.0    2.1   51  -140
    22380     22500    121   60.5    2.0   47  -127
    22446     22609    164   52.1    3.1   87  -232
    22327     22750    424   60.7    7.0  257  -665
    22194     22696    503   61.0    8.2  322  -846
    22287     22788    502   61.0    8.2  315  -819
    22113     22670    558  122.0    4.6  352  -972
    22050     22685    636  183.0    3.5  365 -1007
    22504     22940    437   61.1    7.1  272  -712
    22523     22999    477   61.0    7.8  324  -880
    22625     22750    126   52.9    2.4   57  -149
    22504     22750    247   61.0    4.0  127  -322
    22751     22999    249   61.0    4.1  112  -260
    22501     22625    125   58.9    2.1   44  -108
    22504     22625    122   61.0    2.0   39   -95
    22630     22750    121   58.9    2.1   43  -108
    22626     22750    125   61.0    2.0   42  -104
    22751     22875    125   61.0    2.0   51  -140
    22880     22999    120   59.0    2.0   49  -133
    22876     23000    125   61.5    2.0   50  -136
    23001     23155    155   52.4    3.0   78  -205
    22761     23172    412   61.1    6.7  238  -601
    22841     23245    405   61.0    6.6  263  -708
    22830     23301    472  122.0    3.9  219  -526
    23089     23500    412   60.9    6.8  236  -593
    23035     23487    453   61.0    7.4  281  -732
    23005     23245    241   61.0    4.0  135  -360
    23329     23500    172   56.4    3.0   94  -251
    23255     23500    246   61.0    4.0  112  -263
    23004     23122    119   59.5    2.0   45  -119
    23005     23125    121   60.5    2.0   44  -115
    23128     23242    115   57.5    2.0   43  -111
    23128     23246    119   59.5    2.0   41  -103
    23128     23249    122   61.0    2.0   40   -99
    23254     23375    122   59.5    2.1   52  -144
    23255     23375    121   60.5    2.0   48  -131
    23376     23500    125   61.0    2.0   50  -136
    23194     23728    535   61.0    8.8  374 -1022
    23261     23778    518   61.0    8.5  314  -799
    23096     23761    666  183.0    3.6  361  -961
    23751     23917    167   54.6    3.1   89  -241
    23502     23917    416   60.9    6.8  225  -544
    23560     23979    420   60.7    6.9  207  -469
    23510     23672    163   55.5    2.9   92  -250
    23502     23675    174   57.4    3.0   93  -248
    23502     23750    249   61.0    4.1  133  -344
    23751     24000    250   60.8    4.1  111  -255
    23502     23625    124   61.0    2.0   49  -133
    23626     23748    123   60.5    2.0   55  -156
    23626     23750    125   61.0    2.0   53  -148
    23757     23875    119   57.4    2.1   49  -132
    23751     23875    125   60.5    2.1   47  -123
    23881     24000    120   57.9    2.1   53  -147
    23878     24000    123   60.0    2.1   51  -140
    23879     24000    122   60.5    2.0   49  -134
    23760     24156    397   60.7    6.5  248  -656
    23824     24246    423   60.9    7.0  277  -745
    23621     24176    556  182.7    3.0  305  -847
    23827     24387    561  182.7    3.1  298  -813
    24004     24442    439   61.0    7.2  149  -218
    24027     24500    474   61.0    7.8  157  -215
    24004     24250    247   61.0    4.0  106  -238
    24254     24500    247   61.0    4.0  140  -374
    24007     24125    119   57.9    2.1   52  -144
    24004     24125    122   61.0    2.0   49  -135
    24130     24250    121   60.5    2.0   51  -143
    24254     24375    122   60.5    2.0   47  -126
    24376     24500    125   61.0    2.0   46  -120
    24409     24553    145   54.9    2.6   82  -228
    24226     24777    552   61.0    9.0  389 -1065
    24287     24838    552   61.0    9.0  370  -989
    24236     24875    640  122.0    5.2  384 -1018
    24575     24750    176   56.5    3.1   91  -234
    24636     24796    161   55.8    2.9   86  -229
    24501     24938    438   61.0    7.2  286  -767
    24501     24983    483   61.0    7.9  319  -854
    24581     24742    162   49.9    3.2   83  -215
    24501     24750    250   61.0    4.1  156  -435
    24755     25000    246   61.0    4.0  137  -363
    24501     24616    116   57.1    2.0   53  -149
    24501     24622    122   60.0    2.0   53  -149
    24501     24625    125   61.0    2.0   55  -156
    24626     24750    125   61.0    2.0   52  -144
    24755     24875    121   60.5    2.0   46  -123
    24880     25000    121   60.5    2.0   44  -115
    24755     25166    412   61.0    6.8  266  -713
    24822     25316    495   61.0    8.1  275  -666
    24853     25442    590  122.0    4.8  321  -816
    24598     25215    618  183.0    3.4  344  -941
    24788     25467    680  183.0    3.7  344  -879
    25006     25500    495   61.0    8.1  303  -778
    25071     25250    180   57.5    3.1   98  -262
    25006     25250    245   61.0    4.0  135  -356
    25257     25422    166   56.3    3.0   94  -257
    25251     25500    250   61.0    4.1  105  -231
    25002     25125    124   60.5    2.0   47  -124
    25126     25250    125   61.0    2.0   45  -116
    25251     25374    124   61.0    2.0   53  -149
    25380     25500    121   58.9    2.1   49  -132
    25376     25500    125   60.5    2.1   51  -139
    25132     25732    601   61.0    9.9  412 -1108
    25304     25801    498   61.0    8.2  208  -395
    25067     25790    724  122.0    5.9  372  -886
    25221     25861    641  122.0    5.3  352  -889
    25750     25908    159   52.3    3.0   88  -241
    25501     25969    469   61.0    7.7  269  -668
    25529     25997    469   61.0    7.7  309  -828
    25501     25671    171   56.1    3.0   92  -243
    25501     25748    248   61.0    4.1  136  -357
    25758     25926    169   57.6    2.9   95  -262
    25758     25997    240   61.0    3.9  110  -261
    25501     25625    125   61.0    2.0   49  -132
    25628     25742    115   57.5    2.0   46  -123
    25628     25750    123   61.0    2.0   45  -118
    25754     25875    122   59.5    2.1   52  -144
    25755     25875    121   60.5    2.0   49  -135
    25876     26000    125   61.0    2.0   45  -116
    25745     26174    430   61.0    7.0  259  -667
    25850     26224    375   60.7    6.2  215  -546
    25853     26338    486  122.0    4.0  283  -768
    25636     26203    568  183.0    3.1  316  -879
    25806     26386    581  183.0    3.2  338  -954
    25501     26225    725  244.0    3.0  369  -995
    26023     26420    398   61.0    6.5  145  -243
    26079     26481    403   61.0    6.6  250  -658
    26001     26250    250   61.0    4.1  114  -267
    26251     26497    247   61.0    4.0  104  -230
    26001     26125    125   61.0    2.0   51  -140
    26126     26250    125   61.0    2.0   48  -128
    26251     26368    118   57.6    2.0   53  -148
    26251     26374    124   61.0    2.0   50  -137
    26376     26500    125   61.0    2.0   49  -132
    26279     26634    356   61.2    5.8  198  -497
    26368     26705    338   61.0    5.5  198  -515
    26219     26638    420  122.0    3.4  223  -594
    26380     26791    412  122.0    3.4  215  -570
    26751     26913    163   51.4    3.2   95  -264
    26518     26980    463   61.0    7.6  298  -790
    26578     27000    423   61.0    6.9  270  -718
    26518     26750    233   61.0    3.8  120  -308
    26751     27000    250   61.0    4.1  148  -403
    26502     26625    124   60.5    2.0   49  -132
    26632     26750    119   57.9    2.1   48  -128
    26626     26750    125   61.0    2.0   47  -124
    26751     26874    124   61.0    2.0   53  -149
    26876     27000    125   61.0    2.0   46  -120
    26707     27146    440   61.0    7.2  240  -581
    26821     27258    438   61.0    7.2  261  -667
    27002     27419    418   61.1    6.8  210  -483
    27031     27476    446   61.0    7.3  285  -755
    27002     27250    249   61.0    4.1  108  -244
    27251     27498    248   61.0    4.1  110  -253
    27002     27125    124   61.0    2.0   48  -129
    27126     27250    125   61.0    2.0   49  -132
    27251     27375    125   61.0    2.0   49  -132
    27378     27500    123   61.0    2.0   45  -118
    27280     27781    502   61.0    8.2  355  -979
    27280     27814    535   61.0    8.8  381 -1050
    27091     27741    651  183.0    3.6  320  -812
    27596     27802    207   57.4    3.6  120  -321
    27504     27926    423   61.0    6.9  255  -658
    27504     27962    459   60.9    7.5  295  -781
    27580     27750    171   56.1    3.0   96  -259
    27504     27750    247   61.0    4.0  131  -338
    27826     27962    137   53.3    2.6   66  -176
    27825     27962    138   54.6    2.5   64  -169
    27762     28000    239   60.5    4.0  137  -368
    27504     27623    120   60.0    2.0   45  -119
    27504     27625    122   61.0    2.0   45  -119
    27626     27750    125   60.5    2.1   49  -131
    27756     27875    120   58.4    2.1   50  -136
    27751     27875    125   60.0    2.1   54  -150
    27876     28000    125   60.0    2.1   53  -146
    27808     28153    346   60.6    5.7  212  -563
    27846     28228    383   60.5    6.3  245  -658
    27727     28168    442  121.1    3.7  248  -672
    27849     28290    442  121.5    3.6  215  -538
    27625     28079    455  182.2    2.5  193  -498
    28020     28435    416   61.0    6.8  231  -569
    28061     28483    423   61.0    6.9  243  -610
    28076     28228    153   53.9    2.8   79  -213
    28010     28250    241   61.0    4.0  130  -340
    28328     28473    146   52.0    2.8   71  -185
    28327     28483    157   53.1    3.0   76  -196
    28255     28500    246   61.0    4.0  145  -395
    28006     28125    120   58.4    2.1   42  -104
    28004     28125    122   59.5    2.1   41  -100
    28005     28125    121   60.5    2.0   38   -91
    28126     28250    125   61.0    2.0   45  -116
    28255     28375    121   60.5    2.0   49  -135
    28376     28500    125   61.0    2.0   50  -136
    28501     28654    154   53.1    2.9   82  -223
    28321     28756    436   60.9    7.2  247  -613
    28274     28654    381   60.8    6.3  213  -532
    28194     28646    453  121.7    3.7  261  -712
    28352     28904    553  182.3    3.0  233  -561
    28508     29000    493   60.9    8.1  198  -359
    28508     28750    243   60.8    4.0  104  -233
    28752     28922    171   56.7    3.0   94  -251
    28752     29000    249   61.0    4.1  132  -340
    28504     28620    117   58.0    2.0   48  -131
    28501     28623    123   60.5    2.0   48  -129
    28626     28750    125   61.0    2.0   47  -124
    28752     28875    124   61.0    2.0   47  -125
    28876     28993    118   58.5    2.0   47  -125
    28876     29000    125   61.0    2.0   45  -116
    28841     29000    160   56.1    2.9   80  -207
    28662     29193    532   61.0    8.7  337  -877
    28731     29256    526   61.0    8.6  332  -863
    29204     29378    175   56.5    3.1   96  -256
    29001     29483    483   61.0    7.9  328  -890
    29046     29500    455   61.0    7.5  289  -762
    29027     29173    147   56.0    2.6   74  -197
    29001     29250    250   61.0    4.1  139  -367
    29284     29428    145   54.9    2.6   68  -172
    29251     29500    250   61.0    4.1  119  -287
    29001     29125    125   61.0    2.0   46  -120
    29126     29250    125   61.0    2.0   51  -140
    29251     29374    124   60.5    2.0   42  -104
    29376     29500    125   61.0    2.0   44  -112
    29205     29648    444   61.0    7.3  275  -717
    29319     29756    438   61.0    7.2  172  -311
    29501     29894    394   61.0    6.5  246  -651
    29559     29974    416   61.0    6.8  245  -625
    29531     29672    142   55.5    2.6   70  -185
    29575     29750    176   57.7    3.0   97  -263
    29501     29750    250   61.0    4.1  141  -375
    29825     29974    150   54.6    2.7   73  -193
    29778     30000    223   61.0    3.7  114  -294
    29501     29625    125   61.0    2.0   44  -112
    29626     29750    125   61.0    2.0   50  -136
    29751     29875    125   61.0    2.0   45  -116
    29876     30000    125   61.0    2.0   49  -132
    29778     30279    502   61.0    8.2  333  -891
    29778     30301    524   61.0    8.6  345  -917
    29590     30239    650  183.0    3.6  330  -853
    30002     30424    423   61.0    6.9  256  -662
    30002     30461    460   60.9    7.6  285  -740
    30080     30250    171   56.1    3.0  105  -295
    30002     30250    249   61.0    4.1  133  -344
    30281     30425    145   56.7    2.6   75  -205
    30256     30500    245   60.8    4.0  132  -343
    30002     30125    124   61.0    2.0   49  -133
    30127     30250    124   60.0    2.1   54  -151
    30253     30375    123   61.0    2.0   43  -110
    30383     30500    118   57.4    2.1   56  -161
    30376     30500    125   60.5    2.1   56  -159
    30271     30645    375   60.8    6.2  170  -366
    30321     30727    407   60.9    6.7  145  -234
    30123     30584    462  182.6    2.5  222  -608
    30411     30921    511  182.4    2.8  247  -659
    30532     30958    427   61.0    7.0  255  -654
    30567     30982    416   61.0    6.8  128  -157
    30576     30727    152   53.9    2.8   81  -222
    30509     30750    242   61.0    4.0  109  -255
    30751     31000    250   61.0    4.1  141  -375
    30504     30625    122   60.5    2.0   47  -126
    30626     30744    119   58.5    2.0   51  -141
    30626     30750    125   61.0    2.0   52  -144
    30751     30871    121   59.5    2.0   49  -133
    30751     30875    125   61.0    2.0   49  -132
    30876     31000    125   61.0    2.0   41  -100
    30950     31135    186   57.3    3.2  103  -275
    30762     31276    515   61.0    8.4  326  -850
    30810     31361    552   61.0    9.0  355  -929
    30672     31262    591  122.0    4.8  272  -619
    30762     31433    672  122.0    5.5  385  -990
    31001     31494    494   61.0    8.1  310  -807
    31001     31173    173   56.4    3.1   94  -250
    31001     31250    250   61.0    4.1  137  -359
    31251     31494    244   61.0    4.0   99  -213
    31001     31114    114   56.1    2.0   48  -129
    31001     31125    125   61.0    2.0   47  -124
    31128     31244    117   58.5    2.0   45  -119
    31128     31250    123   61.0    2.0   47  -126
    31251     31375    125   61.0    2.0   11    20
    31376     31495    120   59.5    2.0   44  -113
    31376     31500    125   61.0    2.0   42  -104
    31344     31500    157   56.7    2.8   74  -188
    31221     31660    440   61.0    7.2  278  -733
    31322     31710    389   61.0    6.4  252  -680
    31128     31672    545  122.0    4.5  299  -773
    31345     31811    467  122.0    3.8  271  -739
    31001     31644    644  183.0    3.5  332  -867
    31344     31921    578  183.0    3.2  317  -873
    31750     31885    136   49.6    2.7   77  -215
    31705     31885    181   56.3    3.2  105  -285
    31525     32000    476   61.0    7.8  259  -621
    31574     31727    154   55.2    2.8   82  -226
    31508     31750    243   61.0    4.0  108  -250
    31751     31926    176   57.4    3.1   92  -242
